data,concorso,n1,n2,n3,n4,n5,n6,jolly,superstar
2011-07-16,85,17,20,38,51,53,74,5,
2011-07-19,86,35,43,56,58,71,90,40,
2011-07-21,87,9,13,31,35,45,79,62,
2011-07-23,88,36,42,63,77,81,86,78,
2011-07-26,89,6,38,50,63,65,74,11,
2011-07-28,90,21,23,25,65,67,78,40,
2011-07-30,91,9,33,36,54,60,86,28,
2011-08-02,92,1,5,32,49,69,72,89,
2011-08-04,93,3,10,18,42,67,90,80,
2011-08-06,94,18,21,58,65,89,90,62,
2011-08-09,95,30,41,55,68,76,82,70,
2011-08-11,96,8,17,51,60,63,79,22,
2011-08-13,97,14,31,37,49,74,78,76,
2011-08-16,98,2,6,27,29,38,55,26,
2011-08-18,99,18,23,34,37,67,68,87,
2011-08-20,100,18,26,29,78,79,80,49,
2011-08-23,101,2,34,42,43,58,76,52,
2011-08-25,102,18,38,39,45,57,90,69,
2011-08-27,103,9,43,50,51,57,83,27,
2011-08-30,104,12,23,32,35,52,55,75,
2011-09-01,105,8,12,26,44,48,50,68,
2011-09-03,106,3,5,9,41,58,62,82,
2011-09-06,107,14,15,21,41,60,63,37,
2011-09-08,108,20,45,61,67,80,88,16,
2011-09-10,109,2,8,9,29,53,75,83,
2011-09-13,110,61,64,74,75,80,87,38,
2011-09-15,111,6,19,30,45,52,89,7,
2011-09-17,112,13,45,70,72,81,84,71,
2011-09-20,113,7,23,39,48,69,75,83,
2011-09-22,114,4,6,27,37,45,58,84,
2011-09-24,115,4,23,56,71,76,78,73,
2011-09-27,116,18,28,35,52,57,75,83,
2011-09-29,117,11,26,41,45,75,77,46,
2011-10-01,118,3,5,13,54,58,85,90,
2011-10-04,119,1,8,41,68,69,73,50,
2011-10-06,120,5,8,11,47,56,63,87,
2011-10-08,121,1,26,45,58,66,88,34,
2011-10-11,122,23,36,41,43,83,90,17,
2011-10-13,123,9,19,27,53,78,81,39,
2011-10-15,124,33,40,44,54,64,85,12,
2011-10-18,125,1,19,29,60,76,77,2,
2011-10-20,126,7,11,21,34,69,88,76,
2011-10-22,127,9,15,22,56,61,86,24,
2011-10-25,128,13,21,24,39,44,60,66,
2011-10-27,129,2,41,63,64,67,73,76,
2011-10-29,130,8,16,23,24,71,77,40,
2011-11-02,131,5,14,41,48,59,90,6,
2011-11-03,132,52,55,65,75,79,81,88,
2011-11-05,133,23,44,46,59,74,80,67,
2011-11-08,134,23,52,71,74,78,86,54,
2011-11-10,135,8,13,24,39,57,77,21,
2011-11-12,136,25,32,46,58,74,79,73,
2011-11-15,137,18,21,36,38,45,62,85,
2011-11-17,138,12,25,30,33,38,84,47,
2011-11-19,139,13,24,52,53,88,90,1,
2011-11-22,140,11,16,17,25,61,72,18,
2011-11-24,141,3,33,62,69,75,79,2,
2011-11-26,142,26,29,35,81,82,87,56,
2011-11-29,143,13,24,29,37,55,67,47,
2011-12-01,144,4,10,29,41,54,74,14,
2011-12-03,145,7,13,16,42,67,68,83,
2011-12-06,146,1,4,10,24,55,90,60,
2011-12-09,147,1,49,51,60,83,84,72,
2011-12-10,148,28,31,48,56,72,78,65,
2011-12-13,149,10,26,31,36,72,85,61,
2011-12-15,150,7,37,40,53,55,62,58,
2011-12-17,151,2,28,37,56,77,79,85,
2011-12-20,152,21,28,56,63,68,88,86,
2011-12-22,153,36,37,44,62,75,90,61,
2011-12-24,154,16,41,46,53,86,87,24,
2011-12-27,155,6,9,21,24,30,47,87,
2011-12-29,156,15,20,42,43,47,83,26,
2011-12-31,157,2,3,9,30,33,56,11,
2012-01-03,1,35,47,54,68,71,78,33,
2012-01-05,2,10,11,12,24,56,71,38,
2012-01-07,3,7,15,60,72,77,90,13,
2012-01-10,4,14,22,27,28,34,66,69,
2012-01-12,5,20,49,53,63,73,84,88,
2012-01-14,6,4,12,15,37,53,83,41,
2012-01-17,7,9,27,32,51,53,71,62,
2012-01-19,8,24,41,44,56,73,90,60,
2012-01-21,9,12,19,33,38,62,80,84,
2012-01-24,10,27,32,55,68,72,75,84,
2012-01-26,11,13,16,22,30,52,87,42,
2012-01-28,12,2,17,25,50,52,84,28,
2012-01-31,13,16,23,28,33,43,86,30,
2012-02-02,14,25,37,43,50,58,60,89,
2012-02-04,15,1,17,30,43,67,82,2,
2012-02-07,16,27,30,69,75,81,83,68,
2012-02-09,17,43,51,54,71,73,85,25,
2012-02-11,18,23,30,46,64,70,86,31,
2012-02-14,19,12,25,41,79,86,88,37,
2012-02-16,20,5,21,23,41,74,84,81,
2012-02-18,21,8,21,39,56,74,81,19,
2012-02-21,22,28,29,30,39,75,87,65,
2012-02-23,23,20,28,56,62,63,76,35,
2012-02-25,24,14,30,64,75,79,89,31,
2012-02-28,25,25,34,43,57,67,77,3,
2012-03-01,26,6,14,19,26,51,53,83,
2012-03-03,27,16,19,31,46,69,74,62,
2012-03-06,28,31,42,49,51,68,79,70,
2012-03-08,29,23,37,47,79,80,83,53,
2012-03-10,30,1,8,40,54,69,81,61,
2012-03-13,31,15,17,53,67,75,81,37,
2012-03-15,32,1,13,14,34,67,83,61,
2012-03-17,33,12,23,54,68,84,89,86,
2012-03-20,34,21,39,44,49,65,87,54,
2012-03-22,35,6,21,37,55,84,88,89,
2012-03-24,36,39,45,49,66,75,80,77,
2012-03-27,37,9,26,27,40,51,69,11,
2012-03-29,38,11,45,50,54,57,62,18,
2012-03-31,39,11,23,38,47,57,83,61,
2012-04-03,40,11,34,55,63,87,89,6,
2012-04-05,41,10,37,44,56,60,89,7,
2012-04-07,42,37,46,54,55,65,87,1,
2012-04-10,43,9,22,41,49,52,53,77,
2012-04-12,44,15,25,34,54,70,88,33,
2012-04-14,45,5,22,24,36,85,86,29,
2012-04-17,46,6,28,39,46,60,78,57,
2012-04-19,47,12,26,27,47,63,77,3,
2012-04-21,48,9,11,33,69,73,82,44,
2012-04-24,49,24,28,54,68,78,81,74,
2012-04-26,50,19,61,62,65,85,89,67,
2012-04-28,51,6,11,34,51,59,82,75,
2012-05-02,52,9,22,61,67,84,85,6,
2012-05-03,53,8,16,25,28,57,68,55,
2012-05-05,54,13,14,19,57,77,79,65,
2012-05-08,55,13,19,35,38,52,64,57,
2012-05-10,56,6,16,30,53,60,71,86,
2012-05-12,57,10,45,58,66,83,85,51,
2012-05-15,58,5,38,56,76,77,89,71,
2012-05-17,59,14,38,41,58,65,75,86,
2012-05-19,60,1,23,27,33,37,85,56,
2012-05-22,61,1,6,31,45,58,85,55,
2012-05-24,62,10,29,32,43,56,90,71,
2012-05-26,63,3,33,51,55,73,84,47,
2012-05-29,64,38,39,42,49,55,81,2,
2012-05-31,65,12,25,66,72,75,89,6,
2012-06-04,66,8,16,20,23,47,56,50,
2012-06-05,67,15,29,38,44,67,74,63,
2012-06-07,68,32,58,63,70,75,81,4,
2012-06-09,69,31,34,52,54,78,82,74,
2012-06-12,70,20,30,47,69,77,83,86,
2012-06-14,71,3,13,39,40,49,75,24,
2012-06-16,72,1,9,37,69,71,83,48,
2012-06-19,73,52,62,65,77,87,90,13,
2012-06-21,74,9,24,39,48,69,75,36,
2012-06-23,75,2,6,26,42,55,86,3,
2012-06-26,76,13,30,46,48,70,88,10,
2012-06-28,77,6,20,25,42,57,80,49,
2012-06-30,78,17,20,21,39,44,89,75,
2012-07-03,79,2,12,17,60,63,78,61,
2012-07-05,80,15,59,64,65,76,79,17,
2012-07-07,81,15,25,26,53,74,76,28,
2012-07-10,82,19,32,33,66,75,78,21,
2012-07-12,83,40,42,54,66,77,86,39,
2012-07-14,84,27,38,70,75,78,82,69,
2012-07-17,85,8,28,35,53,57,61,36,
2012-07-19,86,5,36,51,55,69,79,48,
2012-07-21,87,22,24,49,58,72,85,25,
2012-07-24,88,2,45,55,77,84,88,65,
2012-07-26,89,11,18,30,59,76,77,5,
2012-07-28,90,9,17,67,68,80,81,1,
2012-07-31,91,29,82,83,84,87,89,13,
2012-08-02,92,2,8,55,66,73,83,32,
2012-08-04,93,12,35,47,56,74,87,67,
2012-08-07,94,24,50,57,62,72,77,38,
2012-08-09,95,19,30,32,39,47,71,35,
2012-08-11,96,4,11,13,42,54,75,82,
2012-08-14,97,19,22,23,28,41,74,61,
2012-08-16,98,38,39,46,74,85,89,82,
2012-08-18,99,3,5,11,34,43,49,2,
2012-08-21,100,35,42,62,67,76,78,49,
2012-08-23,101,5,27,36,40,46,64,4,
2012-08-25,102,7,38,66,67,71,88,43,
2012-08-28,103,15,27,30,34,75,80,70,
2012-08-30,104,17,20,22,40,52,62,14,
2012-09-01,105,6,20,31,33,63,74,75,
2012-09-04,106,34,42,58,60,82,83,72,
2012-09-06,107,16,29,39,49,59,64,18,
2012-09-08,108,5,13,31,42,43,73,60,
2012-09-11,109,8,33,42,44,48,89,43,
2012-09-13,110,12,26,27,46,65,77,15,
2012-09-15,111,21,23,32,35,36,72,4,
2012-09-18,112,3,10,18,25,50,68,66,
2012-09-20,113,10,17,50,65,75,86,57,
2012-09-22,114,1,28,29,68,84,85,27,
2012-09-25,115,21,23,33,46,61,76,10,
2012-09-27,116,3,8,10,31,77,79,61,
2012-09-29,117,6,7,33,53,64,90,38,
2012-10-02,118,36,52,69,71,78,84,1,
2012-10-04,119,21,25,47,62,79,87,37,
2012-10-06,120,13,40,41,56,82,87,74,
2012-10-09,121,6,9,37,67,83,88,26,
2012-10-11,122,16,34,50,58,80,90,33,
2012-10-13,123,14,17,38,58,60,81,79,
2012-10-16,124,1,20,24,27,46,60,18,
2012-10-18,125,7,41,56,61,68,84,89,
2012-10-20,126,2,5,28,36,69,81,29,
2012-10-23,127,45,50,65,67,78,79,43,
2012-10-25,128,15,23,51,52,77,90,19,
2012-10-27,129,15,33,34,43,49,75,9,
2012-10-30,130,10,32,46,61,70,75,73,
2012-11-03,131,1,4,8,47,74,87,26,
2012-11-05,132,7,14,15,17,57,66,8,
2012-11-06,133,18,20,22,76,82,84,89,
2012-11-08,134,9,31,39,44,72,81,67,
2012-11-10,135,1,34,46,51,60,75,23,
2012-11-13,136,3,20,57,62,79,84,61,
2012-11-15,137,12,24,53,66,74,83,86,
2012-11-17,138,8,10,39,60,77,84,23,
2012-11-20,139,9,11,29,41,67,70,69,
2012-11-22,140,20,25,51,59,77,88,37,
2012-11-24,141,12,26,34,42,48,63,33,
2012-11-27,142,5,13,56,65,78,82,74,
2012-11-29,143,1,13,17,29,54,63,60,
2012-12-01,144,6,20,25,45,56,60,48,
2012-12-04,145,19,33,35,42,49,83,9,
2012-12-06,146,15,18,47,70,74,89,62,
2012-12-10,147,11,28,38,49,66,77,2,
2012-12-11,148,6,8,10,11,16,61,26,
2012-12-13,149,9,25,48,61,73,82,16,
2012-12-15,150,15,26,35,39,53,59,11,
2012-12-18,151,22,56,60,62,79,87,61,
2012-12-20,152,6,19,26,27,52,65,32,
2012-12-22,153,24,50,53,59,80,85,32,
2012-12-24,154,6,22,31,37,38,51,35,
2012-12-27,155,28,52,57,71,81,87,7,
2012-12-29,156,31,39,51,84,86,89,45,
2013-01-02,1,10,11,43,54,61,83,87,
2013-01-03,2,12,14,41,51,69,90,15,
2013-01-05,3,3,11,38,59,67,74,31,
2013-01-08,4,28,32,52,74,79,80,15,
2013-01-10,5,1,16,22,54,73,76,62,
2013-01-12,6,9,12,13,30,48,86,72,
2013-01-15,7,12,24,40,42,70,84,76,
2013-01-17,8,25,34,38,69,83,86,4,
2013-01-19,9,1,6,23,52,58,65,84,
2013-01-22,10,8,51,52,60,83,88,78,
2013-01-24,11,15,17,47,53,64,80,30,
2013-01-26,12,10,12,27,39,78,84,71,
2013-01-29,13,6,12,18,22,25,82,42,
2013-01-31,14,37,42,47,49,53,63,16,
2013-02-02,15,9,18,39,63,64,85,74,
2013-02-05,16,7,13,49,71,80,88,62,
2013-02-07,17,4,5,55,77,80,81,3,
2013-02-09,18,4,11,32,51,66,81,26,
2013-02-12,19,6,21,41,72,73,80,52,
2013-02-14,20,24,32,44,60,64,76,25,
2013-02-16,21,6,32,35,43,53,69,82,
2013-02-19,22,3,34,37,55,82,90,61,
2013-02-21,23,4,16,35,57,69,88,87,
2013-02-23,24,1,11,21,50,67,75,52,
2013-02-26,25,20,25,51,59,84,90,10,
2013-02-28,26,4,24,62,66,76,84,27,
2013-03-02,27,16,49,59,67,71,82,78,
2013-03-05,28,32,34,39,52,59,61,11,
2013-03-07,29,26,32,42,46,78,82,7,
2013-03-09,30,13,22,36,64,80,84,37,
2013-03-12,31,7,10,22,23,41,77,49,
2013-03-14,32,27,35,47,57,85,89,68,
2013-03-16,33,19,41,43,48,73,81,1,
2013-03-19,34,21,39,71,76,89,90,78,
2013-03-21,35,9,27,47,58,62,71,72,
2013-03-23,36,29,42,45,58,67,86,59,
2013-03-26,37,15,37,46,52,64,89,7,
2013-03-28,38,12,27,54,68,73,76,89,
2013-03-30,39,17,42,52,71,74,90,87,
2013-04-02,40,4,12,33,52,85,87,35,
2013-04-04,41,3,4,31,52,66,84,24,
2013-04-06,42,5,8,73,84,87,88,82,
2013-04-09,43,25,44,45,52,68,81,10,
2013-04-11,44,1,47,66,67,78,90,83,
2013-04-13,45,26,33,43,49,61,76,78,
2013-04-16,46,21,30,35,36,83,89,73,
2013-04-18,47,27,30,35,39,49,69,56,
2013-04-20,48,29,33,67,75,83,86,40,
2013-04-23,49,1,13,37,53,62,63,27,
2013-04-27,50,1,2,11,56,57,75,46,
2013-04-29,51,2,6,53,54,68,89,21,
2013-04-30,52,5,35,38,75,82,86,12,
2013-05-02,53,19,32,33,57,65,75,29,
2013-05-04,54,6,31,63,74,75,85,86,
2013-05-07,55,19,37,54,65,67,70,75,
2013-05-09,56,13,16,20,21,25,65,69,
2013-05-11,57,10,42,48,67,83,84,4,
2013-05-14,58,35,41,47,74,77,85,40,
2013-05-16,59,3,16,22,39,49,71,33,
2013-05-18,60,14,20,24,36,40,81,17,
2013-05-21,61,6,32,48,53,54,87,63,
2013-05-23,62,14,22,36,53,59,66,11,
2013-05-25,63,6,27,34,55,62,87,51,
2013-05-28,64,26,35,47,66,67,80,11,
2013-05-30,65,29,43,61,62,77,79,85,
2013-06-01,66,8,21,25,54,84,85,51,
2013-06-04,67,3,27,34,62,81,88,35,
2013-06-06,68,34,36,47,64,73,78,25,
2013-06-08,69,5,10,31,53,56,61,21,
2013-06-11,70,2,21,37,39,41,64,63,
2013-06-13,71,1,5,6,39,41,70,10,
2013-06-15,72,15,19,33,35,62,68,40,
2013-06-18,73,8,24,32,34,65,86,23,
2013-06-20,74,15,24,32,52,68,71,75,
2013-06-22,75,2,19,25,59,84,88,61,
2013-06-25,76,6,16,40,61,64,82,19,
2013-06-27,77,12,22,27,37,52,87,35,
2013-06-29,78,17,22,54,69,82,88,9,
2013-07-02,79,3,4,18,29,64,90,52,
2013-07-04,80,9,41,46,47,53,77,3,
2013-07-06,81,4,9,24,64,74,76,40,
2013-07-09,82,17,36,48,55,63,70,28,
2013-07-11,83,14,15,34,55,59,81,46,
2013-07-13,84,23,49,52,65,67,76,61,
2013-07-16,85,22,29,57,72,85,89,49,
2013-07-18,86,16,19,24,37,63,85,38,
2013-07-20,87,2,16,20,26,31,33,64,
2013-07-23,88,11,14,39,63,73,75,29,
2013-07-25,89,33,38,41,43,46,57,53,
2013-07-27,90,17,19,40,43,72,84,48,
2013-07-30,91,16,47,55,57,70,85,19,
2013-08-01,92,8,21,24,25,27,75,34,
2013-08-03,93,15,16,34,74,85,87,65,
2013-08-06,94,14,16,32,35,41,50,1,
2013-08-08,95,2,14,42,52,75,79,53,
2013-08-10,96,5,33,47,61,64,70,29,
2013-08-13,97,1,33,41,78,83,84,72,
2013-08-17,98,20,21,24,43,76,89,83,
2013-08-19,99,3,5,11,14,38,79,29,
2013-08-20,100,4,11,15,26,58,68,16,
2013-08-22,101,19,21,30,59,61,89,25,
2013-08-24,102,1,2,5,27,39,49,31,
2013-08-27,103,6,44,63,64,72,82,12,
2013-08-29,104,19,54,55,71,80,84,81,
2013-08-31,105,11,20,50,62,70,85,59,
2013-09-03,106,1,7,56,70,88,90,83,
2013-09-05,107,15,23,45,70,81,82,16,
2013-09-07,108,41,55,72,78,83,87,77,
2013-09-10,109,35,44,57,58,87,88,22,
2013-09-12,110,7,44,48,51,64,83,90,
2013-09-14,111,20,35,45,47,72,78,59,
2013-09-17,112,1,21,34,44,49,90,37,
2013-09-19,113,15,21,28,75,81,86,38,
2013-09-21,114,36,61,75,81,82,89,14,
2013-09-24,115,1,27,33,36,43,86,42,
2013-09-26,116,4,38,42,57,64,75,84,
2013-09-28,117,28,57,61,69,78,83,86,
2013-10-01,118,16,21,26,64,66,78,50,
2013-10-03,119,7,14,42,43,56,57,64,
2013-10-05,120,2,5,8,65,74,77,86,
2013-10-08,121,1,31,39,60,62,84,26,
2013-10-10,122,3,7,12,20,48,55,26,
2013-10-12,123,10,19,20,39,85,87,46,
2013-10-15,124,22,36,60,64,71,80,47,
2013-10-17,125,11,18,40,58,81,87,62,
2013-10-19,126,12,30,36,44,54,60,40,
2013-10-22,127,2,5,34,56,72,73,11,
2013-10-24,128,1,3,5,41,62,76,21,
2013-10-26,129,24,48,50,62,63,87,12,
2013-10-29,130,12,23,49,53,67,83,13,
2013-10-31,131,13,18,26,37,46,48,42,
2013-11-02,132,1,12,67,75,81,90,76,
2013-11-05,133,4,9,10,76,78,87,66,
2013-11-07,134,9,19,21,50,61,82,71,
2013-11-09,135,10,22,39,55,81,89,43,
2013-11-12,136,16,26,30,52,57,83,61,
2013-11-14,137,23,45,54,61,69,75,52,
2013-11-16,138,16,36,54,55,63,69,85,
2013-11-19,139,14,15,39,47,53,76,67,
2013-11-21,140,28,37,52,57,64,66,43,
2013-11-23,141,6,10,19,71,72,89,52,
2013-11-26,142,20,25,30,45,75,79,15,
2013-11-28,143,31,51,55,66,73,78,88,
2013-11-30,144,10,11,35,42,52,89,84,
2013-12-03,145,12,40,42,66,73,80,30,
2013-12-05,146,28,34,42,68,71,88,7,
2013-12-07,147,2,16,42,67,75,87,89,
2013-12-10,148,10,16,20,57,65,89,5,
2013-12-12,149,10,19,32,49,53,66,16,
2013-12-14,150,5,33,44,46,66,76,81,
2013-12-17,151,12,22,27,43,60,72,8,
2013-12-19,152,10,23,27,39,70,82,65,
2013-12-21,153,2,14,17,21,22,26,78,
2013-12-23,154,15,43,48,54,55,76,79,
2013-12-24,155,10,39,45,65,74,86,60,
2013-12-28,156,39,52,69,70,74,82,40,
2013-12-31,157,25,60,62,76,82,87,8,
2014-01-02,1,49,55,57,64,70,77,85,
2014-01-04,2,19,26,30,47,69,81,90,
2014-01-07,3,14,47,48,58,60,69,26,
2014-01-09,4,15,17,24,41,70,87,71,
2014-01-11,5,11,37,39,52,68,90,12,
2014-01-14,6,4,7,25,74,82,87,3,
2014-01-16,7,3,18,34,37,40,47,55,
2014-01-18,8,14,18,38,41,74,78,58,
2014-01-21,9,5,23,35,54,56,62,53,
2014-01-23,10,3,6,12,13,19,67,39,
2014-01-25,11,22,34,53,59,62,88,36,
2014-01-28,12,9,17,27,29,59,67,34,
2014-01-30,13,7,21,28,45,59,90,74,
2014-02-01,14,3,6,41,44,48,73,84,
2014-02-04,15,3,12,25,33,59,85,77,
2014-02-06,16,9,12,14,61,79,90,26,
2014-02-08,17,8,16,41,52,64,74,81,
2014-02-11,18,12,27,38,43,65,67,71,
2014-02-13,19,9,11,17,20,33,75,32,
2014-02-15,20,18,31,62,64,72,77,69,
2014-02-18,21,15,36,49,62,75,82,39,
2014-02-20,22,14,26,47,63,78,80,37,
2014-02-22,23,17,19,28,34,38,82,40,
2014-02-25,24,26,51,52,54,70,88,65,
2014-02-27,25,19,32,54,59,68,86,45,
2014-03-01,26,7,8,47,56,79,90,9,
2014-03-04,27,40,46,51,61,65,76,71,
2014-03-06,28,15,61,66,67,76,79,68,
2014-03-08,29,35,45,50,51,82,87,30,
2014-03-11,30,49,51,53,56,58,81,12,
2014-03-13,31,10,28,40,57,58,78,60,
2014-03-15,32,1,5,22,24,41,43,38,
2014-03-18,33,38,39,46,58,66,83,55,
2014-03-20,34,15,18,28,49,51,77,65,
2014-03-22,35,19,22,31,38,87,89,46,
2014-03-25,36,28,36,42,70,74,78,32,
2014-03-27,37,8,12,47,64,83,88,41,
2014-03-29,38,12,21,57,68,86,88,82,
2014-04-01,39,7,56,66,72,73,90,78,
2014-04-03,40,40,47,59,64,79,89,66,
2014-04-05,41,9,31,33,37,79,86,12,
2014-04-08,42,11,61,64,76,82,87,15,
2014-04-10,43,22,25,46,52,54,65,51,
2014-04-12,44,14,29,34,62,65,89,63,
2014-04-15,45,3,26,33,44,48,49,57,
2014-04-17,46,11,20,51,63,68,88,28,
2014-04-19,47,42,45,56,75,79,90,88,
2014-04-22,48,14,16,21,24,62,78,1,
2014-04-24,49,5,7,11,67,70,85,20,
2014-04-26,50,3,9,13,25,42,81,24,
2014-04-29,51,27,33,40,52,76,86,62,
2014-05-03,52,15,33,45,60,72,85,44,
2014-05-05,53,27,44,46,50,54,69,36,
2014-05-06,54,1,3,4,60,70,73,57,
2014-05-08,55,6,9,54,70,78,79,22,
2014-05-10,56,8,39,40,57,69,81,28,
2014-05-13,57,3,5,16,54,58,68,82,
2014-05-15,58,20,47,56,64,66,67,24,
2014-05-17,59,5,31,36,68,75,90,52,
2014-05-20,60,10,17,41,45,69,78,2,
2014-05-22,61,8,23,48,56,59,78,6,
2014-05-24,62,3,22,38,70,77,81,32,
2014-05-27,63,32,37,52,53,66,83,87,
2014-05-29,64,27,32,33,52,73,84,63,
2014-05-31,65,1,6,7,10,14,56,16,
2014-06-03,66,3,25,26,29,48,79,56,
2014-06-05,67,11,31,43,70,74,80,65,
2014-06-07,68,12,18,39,46,56,63,3,
2014-06-10,69,27,29,30,42,48,73,11,
2014-06-12,70,13,18,19,27,50,69,68,
2014-06-14,71,3,31,45,48,71,76,75,
2014-06-17,72,21,29,43,53,66,89,4,
2014-06-19,73,16,19,24,36,39,81,25,
2014-06-21,74,14,61,69,79,81,85,32,
2014-06-24,75,3,22,31,42,73,88,60,
2014-06-26,76,8,43,61,62,70,86,80,
2014-06-28,77,17,20,41,42,49,81,48,
2014-07-01,78,31,35,48,64,65,89,58,
2014-07-03,79,1,13,21,25,61,63,69,
2014-07-05,80,15,31,38,47,55,82,62,
2014-07-08,81,5,8,32,43,59,85,89,
2014-07-10,82,3,11,18,30,51,85,7,
2014-07-12,83,11,20,48,52,70,74,49,
2014-07-15,84,5,15,17,31,32,40,41,
2014-07-17,85,6,11,12,28,59,79,4,
2014-07-19,86,29,48,49,54,75,87,43,
2014-07-22,87,7,32,58,60,66,69,25,
2014-07-24,88,4,12,13,55,73,86,79,
2014-07-26,89,1,10,26,28,29,62,52,
2014-07-29,90,32,45,56,74,87,89,25,
2014-07-31,91,14,19,22,66,80,90,47,
2014-08-02,92,29,38,54,58,72,86,81,
2014-08-05,93,2,19,22,41,77,89,90,
2014-08-07,94,10,29,50,59,79,80,11,
2014-08-09,95,9,10,26,53,68,72,60,
2014-08-12,96,11,24,34,39,68,86,85,
2014-08-14,97,4,12,24,61,73,75,56,
2014-08-16,98,31,63,64,68,69,71,13,
2014-08-19,99,15,30,62,63,67,74,13,
2014-08-21,100,4,31,52,73,76,84,27,
2014-08-23,101,16,45,51,58,60,71,8,
2014-08-26,102,1,20,44,56,59,69,25,
2014-08-28,103,22,39,51,78,83,84,59,
2014-08-30,104,23,38,43,46,60,75,79,
2014-09-02,105,6,20,27,31,32,36,88,
2014-09-04,106,31,39,41,53,67,83,15,
2014-09-06,107,26,33,53,61,73,82,23,
2014-09-09,108,12,20,26,41,70,78,83,
2014-09-11,109,13,14,56,58,79,82,41,
2014-09-13,110,7,20,25,51,65,87,58,
2014-09-16,111,1,15,16,23,24,52,83,
2014-09-18,112,11,19,37,41,62,77,4,
2014-09-20,113,15,36,39,50,57,76,89,
2014-09-23,114,6,25,42,59,78,89,33,
2014-09-25,115,4,45,59,77,78,79,56,
2014-09-27,116,1,9,12,14,58,84,10,
2014-09-30,117,28,33,49,55,59,76,47,
2014-10-02,118,3,9,42,50,56,88,90,
2014-10-04,119,2,6,11,62,70,71,17,
2014-10-07,120,7,15,17,18,26,53,59,
2014-10-09,121,17,20,26,41,45,89,59,
2014-10-11,122,6,11,28,43,56,83,50,
2014-10-14,123,19,21,38,45,51,69,1,
2014-10-16,124,6,9,24,49,78,79,45,
2014-10-18,125,20,40,44,53,66,72,73,
2014-10-21,126,18,34,41,43,46,55,82,
2014-10-23,127,7,21,44,53,59,64,57,
2014-10-25,128,8,28,44,57,85,88,80,
2014-10-28,129,26,30,32,36,44,61,57,
2014-10-30,130,22,39,45,53,74,86,15,
2014-11-03,131,7,9,32,35,40,48,62,
2014-11-04,132,13,18,23,29,58,88,44,
2014-11-06,133,46,58,59,82,88,90,45,
2014-11-08,134,21,33,69,73,81,84,51,
2014-11-11,135,23,27,39,41,52,64,61,
2014-11-13,136,2,38,47,50,55,79,87,
2014-11-15,137,28,42,62,64,79,80,18,
2014-11-18,138,38,58,65,66,72,88,34,
2014-11-20,139,42,45,48,56,68,83,82,
2014-11-22,140,22,25,55,58,82,85,62,
2014-11-25,141,17,36,62,67,70,87,68,
2014-11-27,142,13,18,26,53,54,70,45,
2014-11-29,143,3,14,35,63,73,80,62,
2014-12-02,144,9,25,35,59,76,81,85,
2014-12-04,145,7,52,57,65,83,85,84,
2014-12-06,146,10,11,21,54,73,82,66,
2014-12-09,147,2,23,35,46,47,63,60,
2014-12-11,148,20,22,24,25,48,79,42,
2014-12-13,149,12,13,19,37,64,70,80,
2014-12-16,150,15,35,45,69,82,84,76,
2014-12-18,151,19,28,48,52,82,89,11,
2014-12-20,152,1,13,24,26,29,77,60,
2014-12-23,153,18,22,55,58,62,89,51,
2014-12-24,154,33,46,53,58,73,85,80,
2014-12-27,155,15,25,31,39,82,88,74,
2014-12-30,156,5,24,51,76,77,79,8,
2015-01-03,1,14,26,31,40,58,68,76,
2015-01-05,2,16,37,48,68,84,90,11,
2015-01-07,3,9,16,19,26,28,46,71,
2015-01-08,4,6,9,29,41,50,90,13,
2015-01-10,5,2,13,22,37,48,90,8,
2015-01-13,6,9,10,36,67,76,83,72,
2015-01-15,7,2,5,7,12,23,42,9,
2015-01-17,8,18,22,31,54,71,80,52,
2015-01-20,9,2,11,15,39,84,87,52,
2015-01-22,10,11,12,44,57,77,89,76,
2015-01-24,11,22,23,24,59,63,81,44,
2015-01-27,12,5,10,47,59,66,73,53,
2015-01-29,13,27,29,58,64,67,80,54,
2015-01-31,14,8,44,54,58,59,86,73,
2015-02-03,15,12,29,43,56,60,75,10,
2015-02-05,16,7,8,10,45,49,53,20,
2015-02-07,17,24,27,38,40,56,81,66,
2015-02-10,18,30,59,72,74,77,78,9,
2015-02-12,19,25,32,44,56,77,87,28,
2015-02-14,20,13,31,32,57,60,79,90,
2015-02-17,21,20,27,40,60,61,66,11,
2015-02-19,22,23,35,44,49,66,84,2,
2015-02-21,23,5,16,33,48,57,87,79,
2015-02-24,24,6,29,56,72,82,83,76,
2015-02-26,25,17,41,44,57,73,86,24,
2015-02-28,26,5,10,34,48,56,87,23,
2015-03-03,27,16,26,48,61,63,87,81,
2015-03-05,28,35,44,62,74,82,90,68,
2015-03-07,29,26,36,56,68,73,81,62,
2015-03-10,30,9,19,68,70,71,81,39,
2015-03-12,31,7,36,38,63,73,90,78,
2015-03-14,32,28,30,39,46,68,89,5,
2015-03-17,33,10,13,21,36,66,69,73,
2015-03-19,34,5,7,20,38,57,85,23,
2015-03-21,35,4,7,9,19,55,58,83,
2015-03-24,36,8,17,29,32,65,90,81,
2015-03-26,37,10,21,40,46,79,84,35,
2015-03-28,38,5,22,60,71,74,81,88,
2015-03-31,39,3,15,23,33,46,78,54,
2015-04-02,40,33,36,61,66,83,85,20,
